POP,CXPB,MUTPB,BEST_MODULARITY,BEST_GEN
50,0.8,0.5,0.21324803513011265,1780
50,0.8,0.5,0.2836610820896119,3476
50,0.8,0.5,0.28599603594516193,3070
50,0.8,0.5,0.3876521500648263,4117
50,0.8,0.5,0.37491953250647336,4335
50,0.8,0.5,0.3352914200105233,3147
50,0.8,0.5,0.25523949786155975,2041
50,0.8,0.5,0.19687050612324383,1874
50,0.8,0.5,0.19797005119594646,1488
50,0.8,0.5,0.1577933632007389,1300
50,0.8,0.5,0.31262206453253577,2412
50,0.8,0.5,0.3139476501097816,2458
50,0.8,0.5,0.2868267131861882,2386
50,0.8,0.5,0.27860632695285975,2552
50,0.8,0.5,0.23781116979252953,2006
50,0.8,0.5,0.20980881455554545,1621
50,0.8,0.5,0.24174955483520527,1766
50,0.8,0.5,0.22937744494826406,2923
50,0.8,0.5,0.2622414333375363,2314
50,0.8,0.5,0.22260826668496803,1939
50,0.8,0.5,0.22965848265706054,2089
50,0.8,0.5,0.2905106613443738,2650
50,0.8,0.5,0.19998679269073183,1945
50,0.8,0.5,0.32730804712176426,3860
50,0.8,0.5,0.2587570578637091,1889
50,0.8,0.5,0.28657706445007314,2665
50,0.8,0.5,0.263451172324928,3038
50,0.8,0.5,0.17243545442986188,1759
50,0.8,0.5,0.24826662378613792,2193
50,0.8,0.5,0.2132943870664665,1596
50,0.8,0.5,0.3391813250509007,3257
50,0.8,0.5,0.19257972666056974,1871
50,0.8,0.5,0.3949335272001409,6022
50,0.8,0.5,0.2692804104613593,2403
50,0.8,0.5,0.17969009773674866,1971
50,0.8,0.5,0.20135593711777944,1527
50,0.8,0.5,0.21185594749210088,1837
50,0.8,0.5,0.2620993184336796,3969
50,0.8,0.5,0.22140291683358673,1619
50,0.8,0.5,0.2475146849850583,2325
50,0.8,0.5,0.2681444887614178,2227
50,0.8,0.5,0.27153749040375263,3189
50,0.8,0.5,0.23192420786735346,2651
50,0.8,0.5,0.29000910280207776,2839
50,0.8,0.5,0.24743654506365842,1443
50,0.8,0.5,0.26296504226072953,2535
50,0.8,0.5,0.2700293566697045,3841
50,0.8,0.5,0.2660805308034886,2187
50,0.8,0.5,0.3299528340784224,2656
50,0.8,0.5,0.3130842538548585,2840
